term,polarity,score_norm,O_score,pmi_mis,pmi_non,cooc_mis,cooc_non,freq_mis,freq_non,freq_total,origem
filipe,nao_misogino,1.5941588397720075,-1.5941588397720075,0.0,1.5941588397720075,0,4,0,9,9,pmi_expandido
baixa,nao_misogino,1.5941588397720075,-1.5941588397720075,0.0,1.5941588397720075,0,4,0,9,9,pmi_expandido
casaco,nao_misogino,1.578410482803868,-1.578410482803868,0.0,1.578410482803868,0,7,0,15,16,semente+pmi
galvão,nao_misogino,1.5577911956011328,-1.5577911956011328,0.0,1.5577911956011328,0,3,0,6,7,pmi_expandido
djonga,nao_misogino,1.5577911956011328,-1.5577911956011328,0.0,1.5577911956011328,0,3,0,7,7,pmi_expandido
urubu,nao_misogino,1.5577911956011328,-1.5577911956011328,0.0,1.5577911956011328,0,3,1,6,7,pmi_expandido
aprendizado,nao_misogino,1.5577911956011328,-1.5577911956011328,0.0,1.5577911956011328,0,6,0,14,14,semente+pmi
duelo,nao_misogino,1.5577911956011328,-1.5577911956011328,0.0,1.5577911956011328,0,3,1,6,7,pmi_expandido
olímpico,nao_misogino,1.5577911956011328,-1.5577911956011328,0.0,1.5577911956011328,0,3,0,7,7,pmi_expandido
day,nao_misogino,1.5577911956011328,-1.5577911956011328,0.0,1.5577911956011328,0,3,0,6,7,pmi_expandido
arquivo,nao_misogino,1.5577911956011328,-1.5577911956011328,0.0,1.5577911956011328,0,3,1,6,7,pmi_expandido
feat,nao_misogino,1.5577911956011328,-1.5577911956011328,0.0,1.5577911956011328,0,6,2,12,14,pmi_expandido
bato,nao_misogino,1.5577911956011328,-1.5577911956011328,0.0,1.5577911956011328,0,3,1,5,7,pmi_expandido
amoar,nao_misogino,1.5577911956011328,-1.5577911956011328,0.0,1.5577911956011328,0,3,0,7,7,pmi_expandido
patamar,nao_misogino,1.5577911956011328,-1.5577911956011328,0.0,1.5577911956011328,0,3,0,7,7,pmi_expandido
brigar,nao_misogino,1.5542780507679113,-1.5542780507679113,-1.5240947493532466,0.03018330141466459,1,4,5,38,43,pmi_expandido
principal,nao_misogino,1.5542780507679113,-1.5542780507679113,-0.9817704585278849,0.5725075922400262,1,4,1,23,25,pmi_expandido
nude,nao_misogino,1.5542780507679113,-1.5542780507679113,-0.9817704585278849,0.5725075922400262,1,4,1,21,25,pmi_expandido
roma,nao_misogino,1.5542780507679113,-1.5542780507679113,-0.5961079777159003,0.958170073052011,1,4,0,15,17,semente+pmi
kkkkkkkkkkkkkkkkkkkkk,nao_misogino,1.5542780507679113,-1.5542780507679113,-0.8074170713831071,0.746860979384804,1,4,0,21,21,semente+pmi
bixa,nao_misogino,1.5542780507679113,-1.5542780507679113,-0.8983888495888339,0.6558892011790773,1,4,2,21,23,pmi_expandido
amo,nao_misogino,1.5542780507679113,-1.5542780507679113,-1.318242695149098,0.2360353556188133,1,4,1,34,35,pmi_expandido
dou,nao_misogino,1.5542780507679113,-1.5542780507679113,-0.9198950548097974,0.6343829959581138,2,8,8,39,47,pmi_expandido
animar,nao_misogino,1.5542780507679113,-1.5542780507679113,-0.4709448347618942,1.083333216006017,1,4,2,13,15,pmi_expandido
honrar,nao_misogino,1.5542780507679113,-1.5542780507679113,-0.4709448347618942,1.083333216006017,1,4,2,13,15,pmi_expandido
tweet,nao_misogino,1.5542780507679113,-1.5542780507679113,-0.92696222203289,0.6273158287350211,3,12,4,64,71,pmi_expandido
inédito,nao_misogino,1.5542780507679113,-1.5542780507679113,0.4453458971122609,1.999623947880172,1,4,0,5,6,pmi_expandido
inflamar,nao_misogino,1.5542780507679113,-1.5542780507679113,0.6276674539062156,2.1819455046741267,1,4,1,4,5,pmi_expandido
detalhe,nao_misogino,1.5542780507679113,-1.5542780507679113,-0.8074170713831071,0.746860979384804,1,4,2,18,21,pmi_expandido
bandeira,nao_misogino,1.5542780507679113,-1.5542780507679113,-0.5961079777159003,0.958170073052011,1,4,4,12,17,pmi_expandido
cartão,nao_misogino,1.5542780507679113,-1.5542780507679113,-0.9817704585278849,0.5725075922400262,1,4,0,24,25,semente+pmi
sdds,nao_misogino,1.554278050767911,-1.554278050767911,-0.5662550145662192,0.9880230362016919,2,8,2,31,33,pmi_expandido
edição,nao_misogino,1.554278050767911,-1.554278050767911,-0.7586269072136751,0.7956511435542359,1,4,2,17,20,pmi_expandido
engordar,nao_misogino,1.554278050767911,-1.554278050767911,-1.1301904636461582,0.4240875871217529,1,4,2,23,29,pmi_expandido
bolo,nao_misogino,1.554278050767911,-1.554278050767911,-0.9409484640076297,0.6133295867602814,1,4,2,19,24,pmi_expandido
som,nao_misogino,1.554278050767911,-1.554278050767911,-1.1968818381448303,0.3573962126230807,1,4,0,31,31,semente+pmi
pneu,nao_misogino,1.554278050767911,-1.554278050767911,0.2911952172850028,1.8454732680529138,1,4,2,4,7,pmi_expandido
vtnc,nao_misogino,1.554278050767911,-1.554278050767911,-2.273754140176534,-0.7194760894086232,1,4,0,91,91,semente+pmi
diga,nao_misogino,1.554278050767911,-1.554278050767911,-1.2594021951261645,0.29487585564174656,1,4,5,28,33,pmi_expandido
solo,nao_misogino,1.554278050767911,-1.554278050767911,-0.9409484640076297,0.6133295867602814,1,4,1,21,24,pmi_expandido
tamb,nao_misogino,1.554278050767911,-1.554278050767911,0.03988078900409638,1.5941588397720075,1,4,0,9,9,pmi_expandido
dallagnol,nao_misogino,1.554278050767911,-1.554278050767911,0.03988078900409638,1.5941588397720075,2,8,1,16,18,pmi_expandido
flamenguista,nao_misogino,1.554278050767911,-1.554278050767911,-0.06547972665372975,1.4887983241141813,1,4,0,10,10,pmi_expandido
mano,nao_misogino,1.554278050767911,-1.554278050767911,-1.2345652719792253,0.3197127787886857,21,84,22,636,676,pmi_expandido
subir,nao_misogino,1.554278050767911,-1.554278050767911,-0.5037346575848851,1.050543393183026,2,8,2,28,31,pmi_expandido
fav,nao_misogino,1.554278050767911,-1.554278050767911,-0.09826954947672067,1.4560085012911903,3,12,3,27,31,pmi_expandido
voc,nao_misogino,1.554278050767911,-1.554278050767911,-1.1968818381448303,0.3573962126230807,1,4,1,28,31,pmi_expandido
exonerar,nao_misogino,1.554278050767911,-1.554278050767911,-0.2478012834476844,1.3064767673202267,1,4,0,12,12,pmi_expandido
guri,nao_misogino,1.554278050767911,-1.554278050767911,-0.5354833558994654,1.0187946948684456,1,4,1,15,16,pmi_expandido
água,nao_misogino,1.554278050767911,-1.554278050767911,-1.5356555717543225,0.018622479013588565,2,8,5,76,87,pmi_expandido
gostoso,nao_misogino,1.554278050767911,-1.554278050767911,-1.14388930800432,0.410388742763591,5,20,13,129,147,pmi_expandido
google,nao_misogino,1.554278050767911,-1.554278050767911,-0.6532663915558489,0.9010116592120622,1,4,2,15,18,pmi_expandido
fumaça,nao_misogino,1.554278050767911,-1.554278050767911,-0.5354833558994654,1.0187946948684456,1,4,2,12,16,pmi_expandido
fandom,nao_misogino,1.554278050767911,-1.554278050767911,-0.7586269072136751,0.7956511435542359,1,4,1,19,20,pmi_expandido
bruno,nao_misogino,1.554278050767911,-1.554278050767911,-1.6130422353697427,-0.058764184601831596,1,4,8,39,47,pmi_expandido
status,nao_misogino,1.554278050767911,-1.554278050767911,-0.2478012834476844,1.3064767673202267,1,4,2,10,12,pmi_expandido
vier,nao_misogino,1.554278050767911,-1.554278050767911,-1.3738125463039086,0.18046550446400253,1,4,5,31,37,pmi_expandido
episódio,nao_misogino,1.5542780507679108,-1.5542780507679108,-1.0587314996640131,0.4955465511038978,1,4,1,26,27,pmi_expandido
kkkkkkkkkkkkkk,nao_misogino,1.5542780507679108,-1.5542780507679108,-1.4764667003639917,0.07781135040391914,1,4,4,37,41,pmi_expandido
eliminar,nao_misogino,1.5542780507679108,-1.5542780507679108,-0.16078990645805455,1.3934881443098563,1,4,2,9,11,pmi_expandido
fase,nao_misogino,1.5542780507679108,-1.5542780507679108,-0.8539370870179999,0.7003409637499111,2,8,4,32,44,pmi_expandido
acessar,nao_misogino,1.5542780507679108,-1.5542780507679108,-0.7073336128261244,0.8469444379417864,1,4,2,17,19,pmi_expandido
sentimento,nao_misogino,1.5542780507679108,-1.5542780507679108,-1.7141383522411113,-0.1598603014732005,1,4,4,48,52,pmi_expandido
leve,nao_misogino,1.5542780507679108,-1.5542780507679108,-0.32784399112122076,1.22643405964669,1,4,0,12,13,semente+pmi
saiar,nao_misogino,1.5542780507679108,-1.5542780507679108,-1.0587314996640131,0.4955465511038978,1,4,2,25,27,pmi_expandido
indicar,nao_misogino,1.5542780507679108,-1.5542780507679108,-1.0587314996640131,0.4955465511038978,1,4,4,21,27,pmi_expandido
ultimo,nao_misogino,1.5542780507679108,-1.5542780507679108,-0.7073336128261244,0.8469444379417864,1,4,1,18,19,pmi_expandido
negócio,nao_misogino,1.5542780507679108,-1.5542780507679108,-1.7331865472118058,-0.17890849644389498,1,4,6,46,53,pmi_expandido
lava,nao_misogino,1.5542780507679108,-1.5542780507679108,-0.3778544116958823,1.1764236390720286,3,12,3,34,41,pmi_expandido
vey,nao_misogino,1.5542780507679108,-1.5542780507679108,-0.40195196327494254,1.1523260874929684,1,4,2,12,14,pmi_expandido
plano,nao_misogino,1.5542780507679108,-1.5542780507679108,-1.8059459014942343,-0.25166785072632336,1,4,6,46,57,pmi_expandido
aviso,nao_misogino,1.5542780507679108,-1.5542780507679108,-0.8539370870179999,0.7003409637499111,1,4,1,20,22,pmi_expandido
exaltar,nao_misogino,1.5542780507679108,-1.5542780507679108,-0.32784399112122076,1.22643405964669,1,4,1,11,13,pmi_expandido
furar,nao_misogino,1.5400916185017317,-1.5400916185017317,0.0,1.5400916185017317,0,8,2,15,19,pmi_expandido
vis,nao_misogino,1.5296203186344364,-1.5296203186344364,0.0,1.5296203186344364,0,5,0,8,12,pmi_expandido
